comment_id,text,intent_lama,sentiment,intent_baru
comment_000081,buat kaos Spiderman bb 68 ukuran apa kak,ask_measurement,neutral,size_recommendation
comment_000082,itu ukuran berapa kak yg Spiderman,ask_size_fit,neutral,size_inquiry
comment_000083,kalau BB 70 TB 165 kk,ask_measurement,neutral,size_recommendation
comment_000084,ukuran L ld berapa ka,ask_measurement,neutral,size_inquiry
comment_000085,kak eta 42 kak,ask_stock,neutral,product_inquiry
comment_000086,kak liat Spiderman ukuran XL,ask_size_fit,neutral,size_inquiry
comment_000087,"bajunya sudah sampe, langsug di pake",purchase_intent,positive,not_relevant
comment_000089,tb 165+ BB 46+ size ap kak?,ask_measurement,neutral,size_recommendation
comment_000090,ka itu bahan baju kaosnya apa ka yang spider,ask_detail,neutral,product_inquiry
comment_000091,tebal ga ka,ask_detail,neutral,product_inquiry
comment_000092,Spiderman buat BB 38 TB 153 berapa kak,ask_measurement,neutral,size_recommendation
comment_000093,tebal ya kak bahannya,ask_detail,neutral,product_inquiry
comment_000094,tb 158 kaos Spiderman ukuran apa kak,ask_measurement,neutral,size_recommendation
comment_000095,bb 52,ask_measurement,neutral,size_recommendation
comment_000096,bahan dan ketebalan,ask_detail,neutral,product_inquiry
comment_000097,163 berat 70 sweter apa cowoknya sm kaos,ask_measurement,neutral,size_recommendation
comment_000098,yg Kaka tadi pegang etalase no brpa,ask_stock,neutral,product_inquiry
comment_000099,okee kaosny,other,neutral,not_relevant
comment_000100,@Sri Nurhayati,noise,neutral,not_relevant
comment_000101,Spil yg spederman,ask_detail,neutral,not_relevant
comment_000102,oke,other,neutral,not_relevant
comment_000103,bahan apa itu,ask_detail,neutral,product_inquiry
comment_000104,tebal gak kk,ask_detail,neutral,product_inquiry
comment_000105,tb 154 BB 44 ukuran apa,ask_measurement,neutral,size_recommendation
comment_000106,TB 163 BB 45 cocok yg mna,ask_measurement,neutral,size_recommendation
comment_000107,baju yg tebel yg mana ka,ask_detail,neutral,product_inquiry
comment_000108,yg kk pake uk brp,ask_size_fit,neutral,size_inquiry
comment_000109,yg di pke KK ukuran apa itu kk,ask_size_fit,neutral,size_inquiry
comment_000110,lengan panjang ET berapa,ask_stock,neutral,product_inquiry
comment_000111,udah ambil itu 1 sweter sm kaosny,purchase_intent,neutral,purchase_intent
comment_000112,eta 2 itu sweater ga kakk,ask_stock,neutral,product_inquiry
comment_000113,pengiriman brp hari ka?,ask_price,neutral,not_relevant
comment_000114,dr tanggal 4,purchase_intent,negative,not_relevant
comment_000115,dr tanggal 4 b3lum terima terima udah di bayar,purchase_intent,negative,purchase_intent
comment_000117,eta 10 3xl ka,ask_stock,neutral,product_inquiry
comment_000118,eta 1 spil uk s,ask_detail,neutral,size_inquiry
comment_000119,spil etlse 21 kak,ask_detail,neutral,product_inquiry
comment_000120,pengirimanya kaya sifut,purchase_intent,negative,not_relevant
comment_000121,dari tanggal 4,purchase_intent,negative,not_relevant
comment_000122,belum dateng dateng ka sampe sekarang,purchase_intent,negative,not_relevant
comment_000123,itu bahan tebal?,ask_detail,neutral,product_inquiry
comment_000124,tarnya berbuku gak kain nya?,ask_detail,neutral,product_inquiry
comment_000125,ke bogor ka,ask_price,neutral,not_relevant
comment_000126,estimasi datang tgl 6,purchase_intent,neutral,not_relevant
comment_000127,nantinya berbulu ga kainnya?,ask_detail,neutral,product_inquiry
comment_000128,"salah tcl katanya ka ,muter muter",purchase_intent,negative,not_relevant
comment_000129,Spil etalase 4,ask_detail,neutral,product_inquiry
comment_000130,bb 74 ukuran brp,ask_measurement,neutral,size_recommendation
comment_000131,bb 41 tb 160,ask_measurement,neutral,size_recommendation
comment_000132,bb 80 size apa,ask_measurement,neutral,size_recommendation
comment_000133,BB 95,ask_measurement,neutral,size_recommendation
comment_000134,BB 45,ask_measurement,neutral,size_recommendation
comment_000135,rekomendasi gambar untuk perempuan kak,ask_detail,neutral,not_relevant
comment_000136,Spil etalase 2,ask_detail,neutral,product_inquiry
comment_000137,Etalase 66 kak,ask_stock,neutral,product_inquiry
comment_000138,bahan apa,ask_detail,neutral,product_inquiry
comment_000139,merk apa kak,ask_detail,neutral,product_inquiry
comment_000140,etalase 1 ukuran XXL,ask_stock,neutral,size_inquiry
comment_000141,tb 170 ambil ap,ask_measurement,neutral,size_recommendation
comment_000142,"ET 4 , BB 45 ambil ukuran apa kk",ask_measurement,neutral,size_recommendation
comment_000143,host nya pake size apa itu,ask_size_fit,neutral,size_inquiry
comment_000144,yang kepala spider mau lihat gede xxxl nya kak,ask_size_fit,neutral,size_inquiry
comment_000145,bb45 TB 170 ambil apa,ask_measurement,neutral,size_recommendation
comment_000146,Bb 70 tb 170,ask_measurement,neutral,size_recommendation
comment_000147,co sekarang dikirim kapan?,purchase_intent,neutral,purchase_intent
comment_000149,BB 45 TB 170 ambil apa,ask_measurement,neutral,size_recommendation
comment_000150,Kak boleh liat etalase 24,ask_stock,neutral,product_inquiry
comment_000151,BB 60 TB 175,ask_measurement,neutral,size_recommendation
comment_000152,etalase 1,ask_stock,neutral,product_inquiry
comment_000153,bb 45 tb 170 uk apa kak,ask_measurement,neutral,size_recommendation
comment_000155,BB 66 TB 153,ask_measurement,neutral,size_recommendation
comment_000157,ET 23 kak,ask_stock,neutral,product_inquiry
comment_000158,sablon nya apa kak,ask_detail,neutral,product_inquiry
comment_000159,tb 158 bb 40 uk?,ask_measurement,neutral,size_recommendation
comment_000160,ET 23 kk,ask_stock,neutral,product_inquiry
comment_000162,sablonnya apa kak,ask_detail,neutral,product_inquiry
comment_000164,"@hi, kamu",other,neutral,not_relevant
comment_000168,Bb 73 tb 167 size ap kk,ask_measurement,neutral,size_recommendation
comment_000170,Bahan apa kk,ask_detail,neutral,product_inquiry
comment_000171,BB 73 tinggi 158 UK apa kak,ask_measurement,neutral,size_recommendation
comment_000172,BB 72 TB 155,ask_measurement,neutral,size_recommendation
comment_000173,tb 155 bb 35 ambil apa kak,ask_measurement,neutral,size_recommendation
comment_000174,tb 180 bb 70,ask_measurement,neutral,size_recommendation
comment_000175,kk beneran gratis parfum,ask_detail,neutral,price_inquiry
comment_000177,spil et 1 yg ukuran M kak,ask_detail,neutral,size_inquiry
comment_000178,udh co kak,purchase_intent,neutral,purchase_intent
comment_000179,liat ukuran s nya kak,ask_detail,neutral,size_inquiry
comment_000180,untuk bb 57 size apa ka?,ask_measurement,neutral,size_recommendation
comment_000181,itu cuttingan nya oversize yaa ka?,ask_size_fit,neutral,product_inquiry
comment_000182,LD yg size XL brp ka?,ask_measurement,neutral,size_inquiry
comment_000183,BB 61 TB 160,ask_measurement,neutral,size_recommendation
comment_000184,ka bb 60 tb 160 ambil apa biar pas?,ask_measurement,neutral,size_recommendation
comment_000185,yang ga over size,ask_size_fit,neutral,not_relevant
comment_000186,catton combed 16s ny etalase brp,ask_stock,neutral,product_inquiry
comment_000187,BB 93 kilo pakai ukuran apa kak,ask_measurement,neutral,size_recommendation
comment_000188,uda co uda byar kok belum datang” ya?,purchase_intent,negative,purchase_intent
comment_000189,estimasi 12-14 agustus,other,neutral,not_relevant
comment_000190,kak baju nya semua wrna item?,ask_detail,neutral,product_inquiry
comment_000191,makan mhh udh biasa mas 🗿,other,neutral,not_relevant
comment_000198,etalase berapa itu ka,ask_stock,neutral,product_inquiry
comment_000199,Eta 22 kak,ask_stock,neutral,product_inquiry
comment_000200,eta 19 kak,ask_stock,neutral,product_inquiry
comment_000201,Liat uk s nya kak,ask_detail,neutral,size_inquiry
comment_000202,"sory kak,pesenan saya katanya sudh di batalkan ya,tapi dana nya blm di kembalikan dari 2 hari lalu?",other,negative,not_relevant
comment_000203,eta 45 kak,ask_stock,neutral,product_inquiry
comment_000205,L bb 62 masuk gk kak,ask_measurement,neutral,size_recommendation
comment_000206,Gk bisa cod ya kak,ask_price,neutral,not_relevant
comment_000207,bales dong dm an nya😊,other,neutral,not_relevant
comment_000208,etalase 3 dong kak,ask_stock,neutral,product_inquiry
comment_000209,"respon nya aja gajelas dri admin,pdhl paket sedang di kirim loh?",other,negative,not_relevant
comment_000210,etalase 5 kak,ask_stock,neutral,product_inquiry
comment_000213,coba liat dm an saya astaga dri hp yg lain,other,neutral,not_relevant
comment_000215,tebel ga kak bahan nya,ask_detail,neutral,product_inquiry
comment_000216,kak cb suru admin nya bls cht sy,other,neutral,not_relevant
comment_000217,kirim nomer resi nya kirm dmn?,other,neutral,not_relevant
comment_000218,etalase 28 ka,ask_stock,neutral,product_inquiry
comment_000219,bb55 tb172 size apa ka,ask_measurement,neutral,size_recommendation
comment_000220,yg gambar di belakang yang mana,ask_detail,neutral,not_relevant
comment_000221,etalase 2 BB 37 TB 140 ambil apa ka,ask_measurement,neutral,size_recommendation
comment_000222,"J Y 1 3 1 7 6 2 2 5 0 8,tuh resi ny",other,neutral,not_relevant
comment_000223,etalase spider kiri atas,ask_stock,neutral,product_inquiry
comment_000224,(JY1317622508) tuh kak nmr nya,other,neutral,not_relevant
comment_000225,iyees,other,neutral,not_relevant
comment_000227,TB 175/62 size?,ask_measurement,neutral,size_recommendation
comment_000228,yg gambar Spiderman merah kak,ask_stock,neutral,color_inquiry
comment_000229,Spil kaos Linkin Park,ask_detail,neutral,product_inquiry
comment_000230,Spil etalase 2 uk m,ask_detail,neutral,size_inquiry
comment_000231,payment ga bisa Qris ka,ask_price,neutral,not_relevant
comment_000233,pengiriman dri mana ka,ask_price,neutral,not_relevant
comment_000235,bb 60 tb 165 size brp kk,ask_measurement,neutral,size_recommendation
comment_000236,iya itu ka ambil s aja ka,purchase_intent,neutral,not_relevant
comment_000238,klo di cuci hilang gak sablon nya kak?,ask_detail,neutral,product_inquiry
comment_000239,udah co UK L sama XL,purchase_intent,neutral,purchase_intent
comment_000240,BB 48 TB 152 ambil size apa kk,ask_measurement,neutral,size_recommendation
comment_000241,BB 48 TB 152 ambil size berapa,ask_measurement,neutral,size_recommendation
comment_000242,kak aku dah co 3 kaos,purchase_intent,neutral,purchase_intent
comment_000243,BB 37 TB 140 ambil S apa m,ask_measurement,neutral,size_recommendation
comment_000244,kain nya tebel ga kakk?,ask_detail,neutral,product_inquiry
comment_000245,BB 65 TB 185 ambil UK apa kak?,ask_measurement,neutral,size_recommendation
comment_000246,KA etalase 2 TB 148 BB  40,ask_measurement,neutral,size_recommendation
comment_000247,kak kalau beli 3 kaos dapat free parfum 3 juga kah,ask_detail,neutral,price_inquiry
comment_000248,etalase 11 kak yang dateng gambar nya kayak yang di keranjang kak?,ask_detail,neutral,purchase_intent
comment_000249,kak bb 80 tb 175 uk apa kak,ask_measurement,neutral,size_recommendation
comment_000250,BB 65 TB 175,ask_measurement,neutral,size_recommendation
comment_000251,buat BB 95 pake ukuran apa kak,ask_measurement,neutral,size_recommendation
comment_000252,bb56 tb 171,ask_measurement,neutral,size_recommendation
comment_000253,kak Spil etalase 27 sama 3,ask_detail,neutral,product_inquiry
comment_000254,kain ap kk. kain katun kain yg gmbang bau,ask_detail,neutral,product_inquiry
comment_000255,eta 11 ka,ask_stock,neutral,product_inquiry
comment_000256,ka paket ku udah dtang bagus bgt,other,positive,not_relevant
comment_000257,eta 18 kak,ask_stock,neutral,product_inquiry
comment_000258,kainnya ngk berbulu kak kalau di cuci,ask_detail,neutral,product_inquiry
comment_000259,eta 18 buat BB 95 cukup gak,ask_measurement,neutral,size_recommendation
comment_000260,Spil BB 100 kak,ask_detail,neutral,size_recommendation
comment_000261,buat BB 95 bisa gak eta 18,ask_measurement,neutral,size_recommendation
comment_000262,et 51 kak spil,ask_detail,neutral,product_inquiry
comment_000263,kak kalo XL Ld nya brp,ask_measurement,neutral,size_inquiry
comment_000264,untuk umur 11 tahun pakek UK apa kak,ask_size_fit,neutral,size_recommendation
comment_000265,aku udah co yah sweaternya,purchase_intent,neutral,purchase_intent
comment_000266,30 kg kak,ask_measurement,neutral,size_recommendation
comment_000267,eta 17,ask_stock,neutral,product_inquiry
comment_000268,yg di pake kakaknya,ask_stock,neutral,not_relevant
comment_000269,Sdh co kak et 51,purchase_intent,neutral,purchase_intent
comment_000270,eta,ask_stock,neutral,product_inquiry
comment_000271,bb 80 tb 170 size naon,ask_measurement,neutral,size_recommendation
comment_000272,bb 62 tb 170,ask_measurement,neutral,size_recommendation
comment_000273,BB103 TB175 LDnya110 pake uk apa yang bener² oversize,ask_measurement,neutral,size_recommendation
comment_000274,spil 5 kk,ask_detail,neutral,product_inquiry
comment_000275,saya tb 170an,ask_measurement,neutral,size_recommendation
comment_000276,BB 50,ask_measurement,neutral,size_recommendation
comment_000277,saya mau ambil 2 rekomen dong kk saya mau ambil et 5 trus yang rekomen apa,ask_stock,neutral,purchase_intent
comment_000278,kak spil uk xxl,ask_detail,neutral,size_inquiry
comment_000279,bb 43 uk brp kak,ask_measurement,neutral,size_recommendation
comment_000280,spil etalase 6 kk,ask_detail,neutral,product_inquiry
comment_000281,bb 55 tb 150 kk,ask_measurement,neutral,size_recommendation
comment_000282,oky kk da co,purchase_intent,neutral,purchase_intent
comment_000283,spil etalase 24 ka,ask_detail,neutral,product_inquiry
comment_000284,disini baju termaksud murah dengan kualitas yang bagus,other,positive,not_relevant
comment_000285,XL ld brp ka,ask_measurement,neutral,size_inquiry
comment_000286,saya waktu tu beli sablon nya mesin cuci pun masi aman sampai sekarang,other,positive,product_inquiry
comment_000287,kak boleg rekues ka,other,neutral,not_relevant
comment_000288,bb 56 tb 164 ambil uk apaaa kak,ask_measurement,neutral,size_recommendation
comment_000289,beli sepuluh berapa ka,ask_price,neutral,price_inquiry
comment_000290,"ketebalan brpa mb,,yg gambar blakang eta brap",ask_detail,neutral,product_inquiry
comment_000291,etalase 17,ask_stock,neutral,product_inquiry
comment_000292,tlg bls cht,other,neutral,not_relevant
comment_000293,untuk sweater Tb 170 Bb 58?,ask_measurement,neutral,size_recommendation
comment_000294,saya retur pkt udah sampai di kalian tpi uang saya ga di balikin,other,negative,not_relevant
comment_000295,kak nggak bisa pakai qris ya?,ask_price,neutral,not_relevant
comment_000296,bb75 TB 178,ask_measurement,neutral,size_recommendation
comment_000297,eta lase 5 ka,ask_stock,neutral,product_inquiry
comment_000298,bb 55 tb 165 sz ap kk,ask_measurement,neutral,size_recommendation
comment_000299,spil ukuran L teh,ask_detail,neutral,size_inquiry
comment_000300,Spil etalase 3 kak,ask_detail,neutral,product_inquiry
comment_000301,BB 92 TB 167,ask_measurement,neutral,size_recommendation
comment_000302,bb56 tb162 ambil apa,ask_measurement,neutral,size_recommendation
comment_000303,etalase 25 KA,ask_stock,neutral,product_inquiry
comment_000304,eh salahh no 4,other,neutral,not_relevant
comment_000305,klo buat tb 173 bb 50 pke ukuran apa ka,ask_measurement,neutral,size_recommendation
comment_000306,kakk bb 60 tb 165 size berapa,ask_measurement,neutral,size_recommendation
comment_000307,coba angkat tangan nya kk,ask_size_fit,neutral,not_relevant
comment_000308,udh d co sayang,purchase_intent,neutral,purchase_intent
comment_000309,biar tau kebelet atau engga bajunya,ask_size_fit,neutral,not_relevant
comment_000310,angkat aja coba,ask_size_fit,neutral,not_relevant
comment_000311,coba spil baju etalase 15,ask_detail,neutral,product_inquiry
comment_000312,etalase no wa,other,neutral,product_inquiry
comment_000313,kak boleh lihat size chart nya gak,ask_size_fit,neutral,size_inquiry
comment_000314,biar tau ketet atau engga bajunya,ask_size_fit,neutral,not_relevant
comment_000315,yng kaka pke di etalase brapa,ask_stock,neutral,product_inquiry
comment_000316,coba angkat tangan kak biar tau ketet bajunya,ask_size_fit,neutral,not_relevant
comment_000317,buat bb 120+,ask_measurement,neutral,size_recommendation
comment_000318,liat sablonan belakang yang lagi di pake,ask_detail,neutral,product_inquiry
comment_000319,"Jahat yee, cuma di bca doang😂",other,negative,not_relevant
comment_000320,ukuran s kaya AP kak,ask_detail,neutral,size_inquiry
comment_000321,Chtku🤣,other,neutral,not_relevant
comment_000322,etalase 45,ask_stock,neutral,product_inquiry
comment_000323,Dahlahh😌🤣,other,neutral,not_relevant
comment_000325,alhamdulillah 😎😎😎,other,positive,not_relevant
comment_000326,ga jadi ganti rok 🤪🤪🤪,other,neutral,not_relevant
comment_000327,yg penting ga jadi 🤪🤪😎😎,other,neutral,not_relevant
comment_000328,boleh liat bahan nya KA??,ask_detail,neutral,product_inquiry
comment_000329,itu tahu,other,neutral,not_relevant
comment_000330,spil ukuran s nya dong ka,ask_detail,neutral,size_inquiry
comment_000331,itu rambut makin banyak antenanya 🤪🤪,other,neutral,not_relevant
comment_000332,yg kk pakai size ap,ask_size_fit,neutral,size_inquiry
comment_000333,etalase no 24 kak,ask_stock,neutral,product_inquiry
comment_000334,oke kak dh co tinggal nunggu,purchase_intent,neutral,purchase_intent
comment_000335,udah co ets3 kak,purchase_intent,neutral,purchase_intent
comment_000336,design yg keren yg mana kak,ask_detail,neutral,not_relevant
comment_000337,montok banget,other,neutral,not_relevant
comment_000338,"pengen beli ,but... uang ga cukup buat ongkir",purchase_intent,negative,not_relevant
comment_000339,tb 173 bb 73 ambil ukuran apa ka,ask_measurement,neutral,size_recommendation
comment_000340,tb 158 bb 46 ambil uk apa,ask_measurement,neutral,size_recommendation
comment_000341,spil etalase 7,ask_detail,neutral,product_inquiry
comment_000342,eta brpa yg d pake kaka,ask_stock,neutral,product_inquiry
comment_000343,belanja minimum 80rb itu dapat parfum ka? parfum apa ka?,ask_detail,neutral,price_inquiry
comment_000344,buat cowok,ask_size_fit,neutral,product_inquiry
comment_000345,yg kk pake etl brpa,ask_stock,neutral,product_inquiry
comment_000346,merdeka,other,neutral,not_relevant
comment_000347,uk brp yg kk pke,ask_size_fit,neutral,size_inquiry
comment_000348,Bb 97 ukuran apa kak,ask_measurement,neutral,size_recommendation
comment_000349,kk untuk BB 30 itu bagus ukuran apa?,ask_measurement,neutral,size_recommendation
comment_000350,eta 10,ask_stock,neutral,product_inquiry
comment_000351,BB 90 kak,ask_measurement,neutral,size_recommendation
comment_000353,bb 55 kak ukuran apa,ask_measurement,neutral,size_recommendation
comment_000354,"baju yang kamu pakai etalase berapa, boleh liat belakangnya juga, saya cari yang polos belakangnya",ask_stock,neutral,product_inquiry
comment_000355,bb 43,ask_measurement,neutral,size_recommendation
comment_000356,eta 10 BB 43,ask_measurement,neutral,size_recommendation
comment_000358,75 ukuran apa ka,ask_measurement,neutral,size_inquiry
comment_000359,yahh udh nonton spidermanya baru lewat kaosnya kak,other,neutral,not_relevant
comment_000360,BB 45 UK brapa kak,ask_measurement,neutral,size_recommendation
comment_000361,etalase 4 xxxl kak mau co soalnya,purchase_intent,neutral,purchase_intent
comment_000362,coba adep blkg ka,ask_detail,neutral,not_relevant
comment_000363,no 1 ukuran L kak,ask_stock,neutral,size_inquiry
comment_000364,etalase 13 dong,ask_stock,neutral,product_inquiry
comment_000365,etelse no 1 kak ukurann L,ask_stock,neutral,size_inquiry
comment_000366,besarr yaa,other,neutral,not_relevant
comment_000367,M brrti kak kmu pakai ukuraan apa?,ask_size_fit,neutral,size_inquiry
comment_000368,et 1 itu yang ukuran S bb brp,ask_measurement,neutral,size_inquiry
comment_000369,etalase 1 tb 165 bb 45 ukuran apa?,ask_measurement,neutral,size_recommendation
comment_000370,ka xxxl ld brp,ask_measurement,neutral,size_inquiry
comment_000371,ka coba  liatt etalase 3,ask_detail,neutral,product_inquiry
comment_000372,kk udh lama yh,other,neutral,not_relevant
comment_000373,tb 163 uk apa,ask_measurement,neutral,size_recommendation
comment_000374,live nya🗿,other,neutral,not_relevant
comment_000375,kak celana nya este no berapa,ask_stock,neutral,product_inquiry
comment_000376,kak host yg pake kaca mata kok mirip sama kak,other,neutral,not_relevant
comment_000377,ka spil etl 22 dan 45,ask_detail,neutral,product_inquiry
comment_000378,tumben g pake kacamata,other,neutral,not_relevant
comment_000379,aku dh co 2biji makasih ka,purchase_intent,neutral,purchase_intent
comment_000380,omak anime yh🗿,other,neutral,not_relevant
comment_000382,baju spiderman,ask_stock,neutral,not_relevant
comment_000383,etalase berapq,ask_stock,neutral,product_inquiry
comment_000384,spil Parker njrr,ask_detail,neutral,not_relevant
comment_000385,1,noise,neutral,not_relevant
comment_000386,kk bahan nyaa apa,ask_detail,neutral,product_inquiry
comment_000387,di aku 29k kak anjrr,ask_price,neutral,price_inquiry
comment_000388,nya bedaaa,other,neutral,not_relevant
comment_000389,etalase 11 kk,ask_stock,neutral,product_inquiry
comment_000390,kok komen ku ga keliatan,other,neutral,not_relevant
comment_000391,BB 60 perut buncit kak,ask_measurement,neutral,size_recommendation
comment_000392,eta 2 kak,ask_stock,neutral,product_inquiry
comment_000393,yg kakak pakai UK apa,ask_size_fit,neutral,size_inquiry
comment_000394,cewe tb 160 bb 65 cocok ukuran apa,ask_measurement,neutral,size_recommendation
comment_000395,kalo yg belakang itu kak lab2 merah,ask_stock,neutral,color_inquiry
comment_000396,27 ka,ask_stock,neutral,not_relevant
comment_000397,60 178 ?,ask_measurement,neutral,size_recommendation
comment_000398,"kk bb 50 tb 155,5 ambil ukuran apaa kaak",ask_measurement,neutral,size_recommendation
comment_000399,laba2 merah belakang,ask_detail,neutral,color_inquiry
comment_000400,Spil etalase 21 kk,ask_detail,neutral,product_inquiry
comment_000401,aku udah ngoleksi 5 motifnya 😍,other,positive,not_relevant
comment_000402,Etalase 21 kk,ask_stock,neutral,product_inquiry
comment_000403,etalase 15 kak,ask_stock,neutral,product_inquiry
comment_000404,bb 88 ukuran brp,ask_measurement,neutral,size_recommendation
comment_000405,bb60 tngi 180 pkai apa,ask_measurement,neutral,size_recommendation
comment_000406,iya cakev,other,neutral,not_relevant
comment_000407,kaosnya bahan apa ka,ask_detail,neutral,product_inquiry
comment_000408,ka spil etalase 1,ask_detail,neutral,product_inquiry
comment_000409,bb 50 tb 160 ambil apa kak,ask_measurement,neutral,size_recommendation
comment_000410,etalase 11 dapet harga 107 kak,ask_price,neutral,price_inquiry
comment_000411,nice,other,positive,not_relevant
comment_000412,bahan nya apa?,ask_detail,neutral,product_inquiry
comment_000413,etalase no 3 kak,ask_stock,neutral,product_inquiry
comment_000414,bahannya cepet apek ngk kak,ask_detail,neutral,product_inquiry
comment_000415,liat gambar blkang kak,ask_detail,neutral,not_relevant
comment_000416,yg dipake uk apa kk,ask_size_fit,neutral,size_inquiry
comment_000417,etalase 17 kak,ask_stock,neutral,product_inquiry
comment_000418,spil,ask_detail,neutral,not_relevant
comment_000419,bb 70 ukuran berapaan kk,ask_measurement,neutral,size_recommendation
comment_000420,bisa cod ga kak,ask_price,neutral,not_relevant
comment_000421,spil etalase 12 kk,ask_detail,neutral,product_inquiry
comment_000422,bb 35 ukuran apa,ask_measurement,neutral,size_recommendation
comment_000423,udah co kak,purchase_intent,neutral,purchase_intent
